PWSID,PWSID_URL,ac_address,ac_addressURL,ac_phone1Type,ac_phone1,ac_phone2Type,ac_phone2,ac_email,ac2_address,ac2_addressURL,ac2_phone1Type,ac2_phone1,ac2_phone2Type,ac2_phone2,ac2_email,pl_address,pl_addressURL,pl_phone1Type,pl_phone1,pl_phone2Type,pl_phone2,pl_email,pl2_address,pl2_addressURL,pl2_phone1Type,pl2_phone1,pl2_phone2Type,pl2_phone2,pl2_email,healthDistrictName,healthDistrictPhone,healthDistrictEmail,healthDistrictAddress
CA3690003   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=3870&tinwsys_st_code=CA&wsnumber=CA3690003   ,"220 EAST MOUNTAIN VIEW STREET

	
	

	
    
    
    

	BARSTOW,CA92311",http://maps.google.com/maps?q=220 EAST MOUNTAIN VIEW STREET  BARSTOW CA 92311,Business,760-256-3531   EXT. 3277 ,,,,,,,,,,,CA3690003-CITY OF BARSTOW,,,,,,,,,,,,,,DISTRICT 13 - SAN BERNARDINO,"
   
	
	  
      909-383-4328   
   	 
     
    ",,"464 W. 4TH STREET ROOM 437 

    
    SAN BERNARDINO 
    CA 92401"
CA3390104   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=3605&tinwsys_st_code=CA&wsnumber=CA3390104   ,"550 East 6th Street

	
	

	
    
    
    

	BEAUMONT,CA92223",http://maps.google.com/maps?q=550 East 6th Street  BEAUMONT CA 92223,Business,951-769-8520   ,,,,,,,,,,,CA3390104-CITY OF BEAUMONT PLANT NO. 1,,,,,,,,,,,,,,DISTRICT 20 - RIVERSIDE,"
   
	
	  
      619-525-4159   
   	 
     
    ",,"1350 FRONT STREET ROOM 2050 

    
    SAN DIEGO 
    CA 92101"
CA1910108   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=2570&tinwsys_st_code=CA&wsnumber=CA1910108   ,"9750 Washburn Road

	
	

	
    
    
    

	DOWNEY,CA90241",http://maps.google.com/maps?q=9750 Washburn Road  DOWNEY CA 90241,Business,562-299-5124   ,,,,,,,,,,,"CA1910108-BELL GARDENS-CITY, WATER DEPT.",,,,,,,,,,,,,,DISTRICT 15 - METROPOLITAN,"
   
	
	  
      818-551-2004   
   	 
     
    ",,"500 N. Central Ave. Suite 500 

    
    GLENDALE 
    CA 91203"
CA4810001   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=4827&tinwsys_st_code=CA&wsnumber=CA4810001   ,"250 East L Street

	
	

	
    
    
    

	BENICIA,CA94510-3239",http://maps.google.com/maps?q=250 East L Street  BENICIA CA 94510-3239,Business,707-746-4240   ,,,,,,,,,,,CA4810001-CITY OF BENICIA,,,,,,,,,,,,,,DISTRICT 04 - SAN FRANCISCO,"
   
	
	  
      510-620-3474   
   	 
     
    ",,"850 MARINA BAY PARKWAY BLDG. P, SECOND F 

    
    RICHMOND 
    CA 94804-6403"
CA4890003   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=4864&tinwsys_st_code=CA&wsnumber=CA4890003   ,"614 EAST 5TH STREET

	
	

	
    
    
    

	BENICIA,CA94510",http://maps.google.com/maps?q=614 EAST 5TH STREET  BENICIA CA 94510,Business,707-746-4294   ,,,,,,,,,,,CA4890003-CITY OF BENICIA,,,,,,,,,,,,,,DISTRICT 04 - SAN FRANCISCO,"
   
	
	  
      510-620-3474   
   	 
     
    ",,"850 MARINA BAY PARKWAY BLDG. P, SECOND F 

    
    RICHMOND 
    CA 94804-6403"
CA0410001   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=93&tinwsys_st_code=CA&wsnumber=CA0410001   ,"P.O. BOX 307

	
	

	
    
    
    

	BIGGS,CA95917",http://maps.google.com/maps?q=P.O. BOX 307  BIGGS CA 95917,Business,530-868-5685   ,,,,,,,,,,,CA0410001-CITY OF BIGGS,,Business,530-868-5685   ,,,,,,,,,,,DISTRICT 21 - VALLEY,"
   
	
	  
      530-224-4800   
   	 
     
    ",dwpdist21@waterboards.ca.gov ,"364 Knollcrest Dr., Suite 101 

    
    REDDING 
    CA 96002"
CA3010002   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=3353&tinwsys_st_code=CA&wsnumber=CA3010002   ,"ONE CIVIC CENTER CIRCLE

	
	

	
    
    
    

	BREA,CA92821",http://maps.google.com/maps?q=ONE CIVIC CENTER CIRCLE  BREA CA 92821,Business,714-990-7697   ,,,,,,,,,,,CA3010002-CITY OF BREA,,,,,,http://www.ci.brea.ca.us/section.cfm?id=302,,,,,,,,DISTRICT 08 - SANTA ANA,"
   
	
	  
      714-558-4410   
   	 
     
    ",Dwpdist08@waterboards.ca.gov ,"2 MacArthur Place 

    Suite 150,

    SANTA ANA 
    CA 92707"
CA0790005   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=207&tinwsys_st_code=CA&wsnumber=CA0790005   ,"2201 ELKINS WAY

	
	

	
    
    
    

	BRENTWOOD,CA94513-7344",http://maps.google.com/maps?q=2201 ELKINS WAY  BRENTWOOD CA 94513-7344,Business,925-516-6020   ,,,,,,,,,,,CA0790005-CITY OF BRENTWOOD RECYCLING PR,,,,,,,,,,,,,,DISTRICT 04 - SAN FRANCISCO,"
   
	
	  
      510-620-3474   
   	 
     
    ",,"850 MARINA BAY PARKWAY BLDG. P, SECOND F 

    
    RICHMOND 
    CA 94804-6403"
CA4110002   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=4118&tinwsys_st_code=CA&wsnumber=CA4110002   ,"50 PARK PLACE

	
	

	
    
    
    

	BRISBANE,CA94005",http://maps.google.com/maps?q=50 PARK PLACE  BRISBANE CA 94005,Business,415-508-2137   ,,,,,,,,,,,CA4110002-CITY OF BRISBANE,,,,,,,,,,,,,,DISTRICT 17 - SANTA CLARA,"
   
	
	  
      510-620-3474   
   	 
     
    ",,"850 MARINA BAY PARKWAY 

    
    RICHMOND 
    CA 94804-6403"
CA3010003   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=3354&tinwsys_st_code=CA&wsnumber=CA3010003   ,"6650 Beach Blvd

	
	

	
    
    
    

	BUENA PARK,CA90621",http://maps.google.com/maps?q=6650 Beach Blvd  BUENA PARK CA 90621,Business,714-562-3672   ,,,,,,,,,,,CA3010003-CITY OF BUENA PARK,,,,,,http://www.buenapark.com/Index.aspx?page=1,,,,,,,,DISTRICT 08 - SANTA ANA,"
   
	
	  
      714-558-4410   
   	 
     
    ",Dwpdist08@waterboards.ca.gov ,"2 MacArthur Place 

    Suite 150,

    SANTA ANA 
    CA 92707"
CA4110003   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=4119&tinwsys_st_code=CA&wsnumber=CA4110003   ,"501 PRIMROSE ROAD

	
	

	
    
    
    

	BURLINGAME,CA94010",http://maps.google.com/maps?q=501 PRIMROSE ROAD  BURLINGAME CA 94010,Business,650-558-7670   ,,,,,,,,,,,CA4110003-CITY OF BURLINGAME,,,,,,,,,,,,,,DISTRICT 17 - SANTA CLARA,"
   
	
	  
      510-620-3474   
   	 
     
    ",,"850 MARINA BAY PARKWAY 

    
    RICHMOND 
    CA 94804-6403"
CA2890002   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=3239&tinwsys_st_code=CA&wsnumber=CA2890002   ,"1232 WASHINGTON STREET

	
	

	
    
    
    

	CALISTOGA,CA94515",http://maps.google.com/maps?q=1232 WASHINGTON STREET  CALISTOGA CA 94515,Business,707-942-2805   ,,,,,,,,,,,CA2890002-CITY OF CALISTOGA WASTEWATER R,,,,,,,,,,,,,,DISTRICT 03 - MENDOCINO,"
   
	
	  
      707-576-2145   
   	 
     
    ",,"50 D STREET SUITE 200 

    
    SANTA ROSA 
    CA 95404"
CA5690012   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=13383&tinwsys_st_code=CA&wsnumber=CA5690012   ,"601 Carmen Drive

	
	

	
    
    
    

	CAMARILLO,CA93010",http://maps.google.com/maps?q=601 Carmen Drive  CAMARILLO CA 93010,Business,805-388-5334   ,,,,,,,,,,,CA5690012-CITY OF CAMARILLO RW RETAILER,,Business,805-388-5334   ,,,,,,,,,,,DISTRICT 06 - SANTA BARBARA,"
   
	
	  
      805-566-1326   
   	 
     
    ",,"1180 EUGENIA PLACE SUITE 200 

    
    CARPENTERIA 
    CA 93013"
CA4290006   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=14981&tinwsys_st_code=CA&wsnumber=CA4290006   ,"1301 Santa Ynez Avenue

	
	

	
    
    
    

	CARPINTERIA,CA93013",http://maps.google.com/maps?q=1301 Santa Ynez Avenue  CARPINTERIA CA 93013,Business,805-684-2816   EXT. 112  ,,,,,,,,,,,CA4290006-CITY OF CARPINTERIA - RW,,Business,805-684-2816   ,,,http://www.cvwd.net,,,,,,,,DISTRICT 06 - SANTA BARBARA,"
   
	
	  
      805-566-1326   
   	 
     
    ",,"1180 EUGENIA PLACE SUITE 200 

    
    CARPENTERIA 
    CA 93013"
CA3690006   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=3873&tinwsys_st_code=CA&wsnumber=CA3690006   ,"P.O. BOX 667

	
	

	
    
    
    

	CHINO,CA91708",http://maps.google.com/maps?q=P.O. BOX 667  CHINO CA 91708,Business,909-334-3404   ,,,,,,,,,,,CA3690006-CITY OF CHINO,,,,,,,,,,,,,,DISTRICT 13 - SAN BERNARDINO,"
   
	
	  
      909-383-4328   
   	 
     
    ",,"464 W. 4TH STREET ROOM 437 

    
    SAN BERNARDINO 
    CA 92401"
CA3690008   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=3875&tinwsys_st_code=CA&wsnumber=CA3690008   ,"14000 City Center Drive

	
	

	
    
    
    

	CHINO HILLS,CA91709",http://maps.google.com/maps?q=14000 City Center Drive  CHINO HILLS CA 91709,Business,909-364-2854   ,,,,,,,,,,,CA3690008-CITY OF CHINO HILLS,,,,,,,,,,,,,,DISTRICT 13 - SAN BERNARDINO,"
   
	
	  
      909-383-4328   
   	 
     
    ",,"464 W. 4TH STREET ROOM 437 

    
    SAN BERNARDINO 
    CA 92401"
CA1010003   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=876&tinwsys_st_code=CA&wsnumber=CA1010003   ,"155 N. SUNNYSIDE AVE.

	
	

	
    
    
    

	CLOVIS,CA93611",http://maps.google.com/maps?q=155 N. SUNNYSIDE AVE.  CLOVIS CA 93611,Business,559-324-2649   ,,,,,,,,,,,"CA1010003-CLOVIS, CITY OF",,,,,,,,,,,,,,DISTRICT 12 - VISALIA,"
   
	
	  
      559-447-3300   
   	 
     
    ",dwpdist12@waterboards.ca.gov ,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93720"
CA1090014   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=933&tinwsys_st_code=CA&wsnumber=CA1090014   ,"155 N. SUNNYSIDE AVENUE

	
	

	
    
    
    

	CLOVIS,CA93611",http://maps.google.com/maps?q=155 N. SUNNYSIDE AVENUE  CLOVIS CA 93611,Business,559-324-2607   ,,,,,,,,,,,CA1090014-CITY OF CLOVIS,,,,,,,,,,,,,,DISTRICT 11 - MERCED,"
   
	
	  
      559-447-3300   
   	 
     
    ",dwpdist11@waterboards.ca.gov ,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93720"
CA1090019   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=14527&tinwsys_st_code=CA&wsnumber=CA1090019   ,"155 West Durian Avenue

	
	

	
    
    
    

	COALINGA,CA93210",http://maps.google.com/maps?q=155 West Durian Avenue  COALINGA CA 93210,Business,559-935-1533   EXT. 114  ,,,,,,,,,,,,,,,,,,,,,,,,,DISTRICT 23 - FRESNO,"
   
	
	  
      559-447-3300   
   	 
     
    ",,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93704"
CA0610002   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=184&tinwsys_st_code=CA&wsnumber=CA0610002   ,"425 Webster St.

	
	

	
    
    
    

	COLUSA,CA95932",http://maps.google.com/maps?q=425 Webster St.  COLUSA CA 95932,Business,530-458-4941   ,,,,,,,,,,,CA0610002-CITY OF COLUSA,,Business,530-458-4941   ,,,www.cityofcolusa.com,,,,,,,,DISTRICT 21 - VALLEY,"
   
	
	  
      530-224-4800   
   	 
     
    ",dwpdist21@waterboards.ca.gov ,"364 Knollcrest Dr., Suite 101 

    
    REDDING 
    CA 96002"
CA0690002   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=14610&tinwsys_st_code=CA&wsnumber=CA0690002   ,"425 Webster St.

	
	

	
    
    
    

	COLUSA,CA95932",http://maps.google.com/maps?q=425 Webster St.  COLUSA CA 95932,Business,530-458-4941   ,,,,,,,,,,,,,,,,,,,,,,,,,DISTRICT 21 - VALLEY,"
   
	
	  
      530-224-4800   
   	 
     
    ",dwpdist21@waterboards.ca.gov ,"364 Knollcrest Dr., Suite 101 

    
    REDDING 
    CA 96002"
CA5210001   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=5763&tinwsys_st_code=CA&wsnumber=CA5210001   ,"794 Third St.

	
	

	
    
    
    

	CORNING,CA96021",http://maps.google.com/maps?q=794 Third St.  CORNING CA 96021,Business,530-824-7029   ,,,,,,,,,,,CA5210001-CITY OF CORNING,,Business,530-824-7029   ,,,www.corning.org,,,,,,,,DISTRICT 21 - VALLEY,"
   
	
	  
      530-224-4800   
   	 
     
    ",dwpdist21@waterboards.ca.gov ,"364 Knollcrest Dr., Suite 101 

    
    REDDING 
    CA 96002"
CA0810001   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=277&tinwsys_st_code=CA&wsnumber=CA0810001   ,"377 J STREET

	
	

	
    
    
    

	CRESCENT CITY,CA95531",http://maps.google.com/maps?q=377 J STREET  CRESCENT CITY CA 95531,Business,707-464-9506   ,,,,,,,,,,,CA0810001-CITY OF CRESCENT CITY,,,,,,,,,,,,,,DISTRICT 01 - KLAMATH,"
   
	
	  
      530-224-4800   
   	 
     
    ",,"364 Knollcrest Dr. Suite 101 

    
    REDDING 
    CA 96002"
CA0890001   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=287&tinwsys_st_code=CA&wsnumber=CA0890001   ,"377 J STREET

	
	

	
    
    
    

	CRESCENT CITY,CA95531",http://maps.google.com/maps?q=377 J STREET  CRESCENT CITY CA 95531,Business,707-464-9506   ,,,,,,,,,,,CA0890001-CITY OF CRESCENT CITY - RW,,,,,,,,,,,,,,DISTRICT 01 - KLAMATH,"
   
	
	  
      530-224-4800   
   	 
     
    ",,"364 Knollcrest Dr. Suite 101 

    
    REDDING 
    CA 96002"
CA4310018   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=4365&tinwsys_st_code=CA&wsnumber=CA4310018   ,"1221 A South Bascom Avenue

	
	

	
    
    
    

	SAN JOSE,CA95128",http://maps.google.com/maps?q=1221 A South Bascom Avenue  SAN JOSE CA 95128,Business,408-279-7967   ,,,,,,,,,,,CA4310018-CITY OF CUPERTINO,,,,,,,,,,,,,,DISTRICT 17 - SANTA CLARA,"
   
	
	  
      510-620-3474   
   	 
     
    ",,"850 MARINA BAY PARKWAY 

    
    RICHMOND 
    CA 94804-6403"
CA4110013   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=4129&tinwsys_st_code=CA&wsnumber=CA4110013   ,"153 LAKE MERCED BLVD

	
	

	
    
    
    

	DALY CITY,CA94015",http://maps.google.com/maps?q=153 LAKE MERCED BLVD  DALY CITY CA 94015,Business,650-991-8201   ,,,,,,,,,,,CA4110013-CITY OF DALY CITY,,,,,,,,,,,,,,DISTRICT 17 - SANTA CLARA,"
   
	
	  
      510-620-3474   
   	 
     
    ",,"850 MARINA BAY PARKWAY 

    
    RICHMOND 
    CA 94804-6403"
CA4190001   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=4145&tinwsys_st_code=CA&wsnumber=CA4190001   ,"153 LAKE MERCED BLVD

	
	

	
    
    
    

	DALY CITY,CA94015",http://maps.google.com/maps?q=153 LAKE MERCED BLVD  DALY CITY CA 94015,Business,650-991-8200   ,,,,,,,,,,,CA4190001-CITY OF DALY CITY,,,,,,,,,,,,,,DISTRICT 17 - SANTA CLARA,"
   
	
	  
      510-620-3474   
   	 
     
    ",,"850 MARINA BAY PARKWAY 

    
    RICHMOND 
    CA 94804-6403"
CA5710001   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=6207&tinwsys_st_code=CA&wsnumber=CA5710001   ,"1717 5th Street

	
	

	
    
    
    

	DAVIS,CA95616",http://maps.google.com/maps?q=1717 5th Street  DAVIS CA 95616,Business,530-757-5686   ,,,,,,,,,,,CA5710001-CITY OF DAVIS,,,,,,,,,,,,,,DISTRICT 09 - SACRAMENTO,"
   
	
	  
      916-449-5600   
   	 
     
    ",,"1616 CAPITOL AVE. MS 7407 P.O. BOX 99737 

    
    SACRAMENTO 
    CA 95899-7377"
CA1590004   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=1797&tinwsys_st_code=CA&wsnumber=CA1590004   ,"725 SOUTH LEXINGTON STREET

	
	

	
    
    
    

	DELANO,CA93215",http://maps.google.com/maps?q=725 SOUTH LEXINGTON STREET  DELANO CA 93215,Business,661-721-3350   ,,,,,,,,,,,CA1590004-CITY OF DELANO,,,,,,,,,,,,,,DISTRICT 12 - VISALIA,"
   
	
	  
      559-447-3300   
   	 
     
    ",dwpdist12@waterboards.ca.gov ,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93720"
CA5490015   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=6012&tinwsys_st_code=CA&wsnumber=CA5490015   ,"405 E. EL MONTE

	
	

	
    
    
    

	DINUBA,CA93618",http://maps.google.com/maps?q=405 E. EL MONTE  DINUBA CA 93618,Business,559-591-5925   ,,,,,,,,,,,CA5490015-CITY OF DINUBA - RECLAMATION O,,,,,,,,,,,,,,DISTRICT 12 - VISALIA,"
   
	
	  
      559-447-3300   
   	 
     
    ",dwpdist12@waterboards.ca.gov ,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93720"
CA4810009   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=4834&tinwsys_st_code=CA&wsnumber=CA4810009   ,"600 EAST A ST.

	
	

	
    
    
    

	DIXON,CA95620-3697",http://maps.google.com/maps?q=600 EAST A ST.  DIXON CA 95620-3697,Business,707-678-7000   ,,,,,,,,,,,CA4810009-CITY OF DIXON,,,,,,,,,,,,,,DISTRICT 04 - SAN FRANCISCO,"
   
	
	  
      510-620-3474   
   	 
     
    ",,"850 MARINA BAY PARKWAY BLDG. P, SECOND F 

    
    RICHMOND 
    CA 94804-6403"
CA2410002   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=3044&tinwsys_st_code=CA&wsnumber=CA2410002   ,"2174 BLOSSOM STREET

	
	

	
    
    
    

	DOS PALOS,CA93620",http://maps.google.com/maps?q=2174 BLOSSOM STREET  DOS PALOS CA 93620,Business,209-392-2174   ,,,,,,,,,,,CA2410002-DOS PALOS-CITY,,,,,,,,,,,,,,DISTRICT 11 - MERCED,"
   
	
	  
      559-447-3300   
   	 
     
    ",dwpdist11@waterboards.ca.gov ,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93720"
CA1990023   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=14466&tinwsys_st_code=CA&wsnumber=CA1990023   ,"11111 Brookshire Ave.

	
	

	
    
    
    

	DOWNEY,CA90241",http://maps.google.com/maps?q=11111 Brookshire Ave.  DOWNEY CA 90241,Business,562-904-7110   ,,,,,,,,,,,,,,,,,,,,,,,,,DISTRICT 16 - CENTRAL,"
   
	
	  
      818-551-2004   
   	 
     
    ",,"500 N. Central Ave. Suite 500 

    
    GLENDALE 
    CA 91203"
CA4110024   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=4139&tinwsys_st_code=CA&wsnumber=CA4110024   ,"American Water Enterprises

	
	

	
    
    
    

	EAST PALO ALTO,CA94303",http://maps.google.com/maps?q=American Water Enterprises  EAST PALO ALTO CA 94303,,,,,,,,,,,,,CA4110024-CITY OF EAST PALO ALTO,,,,,,,,,,,,,,DISTRICT 17 - SANTA CLARA,"
   
	
	  
      510-620-3474   
   	 
     
    ",,"850 MARINA BAY PARKWAY 

    
    RICHMOND 
    CA 94804-6403"
CA5490001   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=5998&tinwsys_st_code=CA&wsnumber=CA5490001   ,"P.O. BOX 237

	
	

	
    
    
    

	EXETER,CA93221",http://maps.google.com/maps?q=P.O. BOX 237  EXETER CA 93221,Business,559-592-2523   ,,,,,,,,,,,CA5490001-CITY OF EXETER WASTEWATER PLAN,,,,,,,,,,,,,,DISTRICT 12 - VISALIA,"
   
	
	  
      559-447-3300   
   	 
     
    ",dwpdist12@waterboards.ca.gov ,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93720"
CA4810003   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=4829&tinwsys_st_code=CA&wsnumber=CA4810003   ,"1000 WEBSTER STREET

	
	

	
    
    
    

	FAIRFIELD,CA94533-4836",http://maps.google.com/maps?q=1000 WEBSTER STREET  FAIRFIELD CA 94533-4836,Business,707-428-7481   ,,,,,,,,,,,CA4810003-CITY OF FAIRFIELD,,,,,,,,,,,,,,DISTRICT 04 - SAN FRANCISCO,"
   
	
	  
      510-620-3474   
   	 
     
    ",,"850 MARINA BAY PARKWAY BLDG. P, SECOND F 

    
    RICHMOND 
    CA 94804-6403"
CA1296015   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=14936&tinwsys_st_code=CA&wsnumber=CA1296015   ,"City of Ferndale

	
	

	
    
    
    

	FERNDALE,CA95536",http://maps.google.com/maps?q=City of Ferndale  FERNDALE CA 95536,Business,707-786-4224   ,,,,,,,,,,,,,,,,,,,,,,,,,DISTRICT 01 - KLAMATH,"
   
	
	  
      530-224-4800   
   	 
     
    ",,"364 Knollcrest Dr. Suite 101 

    
    REDDING 
    CA 96002"
CA5690008   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=6202&tinwsys_st_code=CA&wsnumber=CA5690008   ,"250 Central Avenue Central Park Plaza

	
	

	
    
    
    

	FILLMORE,CA93015",http://maps.google.com/maps?q=250 Central Avenue Central Park Plaza  FILLMORE CA 93015,Business,805-524-3701   ,,,,,,,,,,,CA5690008-CITY OF FILLMORE WWTP,,,,,,,,,,,,,,DISTRICT 06 - SANTA BARBARA,"
   
	
	  
      805-566-1326   
   	 
     
    ",,"1180 EUGENIA PLACE SUITE 200 

    
    CARPENTERIA 
    CA 93013"
CA3010069   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=3384&tinwsys_st_code=CA&wsnumber=CA3010069   ,"17300 MT. HERRMANN STREET

	
	

	
    
    
    

	FOUNTAIN VALLEY,CA92708",http://maps.google.com/maps?q=17300 MT. HERRMANN STREET  FOUNTAIN VALLEY CA 92708,Business,714-593-4609   ,,,,,,,,,,,CA3010069-CITY OF FOUNTAIN VALLEY,,,,,,http://www.fountainvalley.org/,,,,,,,,DISTRICT 08 - SANTA ANA,"
   
	
	  
      714-558-4410   
   	 
     
    ",Dwpdist08@waterboards.ca.gov ,"2 MacArthur Place 

    Suite 150,

    SANTA ANA 
    CA 92707"
CA1010006   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=879&tinwsys_st_code=CA&wsnumber=CA1010006   ,"128 S. 5th Street

	
	

	
    
    
    

	FOWLER,CA93625",http://maps.google.com/maps?q=128 S. 5th Street  FOWLER CA 93625,Business,559-834-3113   EXT. 102  ,,,,,,,,,,,"CA1010006-FOWLER, CITY OF",,,,,,,,,,,,,,DISTRICT 23 - FRESNO,"
   
	
	  
      559-447-3300   
   	 
     
    ",,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93704"
CA1010007   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=880&tinwsys_st_code=CA&wsnumber=CA1010007   ,"1910 EAST UNIVERSITY AVE.

	
	

	
    
    
    

	FRESNO,CA93703",http://maps.google.com/maps?q=1910 EAST UNIVERSITY AVE.  FRESNO CA 93703,Business,559-621-5314   ,,,,,,,,,,,"CA1010007-FRESNO, CITY OF",,,,,,,,,,,,,,DISTRICT 11 - MERCED,"
   
	
	  
      559-447-3300   
   	 
     
    ",dwpdist11@waterboards.ca.gov ,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93720"
CA3010010   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=3359&tinwsys_st_code=CA&wsnumber=CA3010010   ,"303 W. Commonwealth Ave.

	
	

	
    
    
    

	FULLERTON,CA92832",http://maps.google.com/maps?q=303 W. Commonwealth Ave.  FULLERTON CA 92832,Business,714-738-6852   ,,,,,,,,,,,CA3010010-CITY OF FULLERTON,,,,,,http://www.ci.fullerton.ca.us/depts/maintenance/water_system/default.asp,,,,,,,,DISTRICT 08 - SANTA ANA,"
   
	
	  
      714-558-4410   
   	 
     
    ",Dwpdist08@waterboards.ca.gov ,"2 MacArthur Place 

    Suite 150,

    SANTA ANA 
    CA 92707"
CA3490004   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=3660&tinwsys_st_code=CA&wsnumber=CA3490004   ,"495 INDUSTRIAL DRIVE

	
	

	
    
    
    

	GALT,CA95632",http://maps.google.com/maps?q=495 INDUSTRIAL DRIVE  GALT CA 95632,Business,209-366-7260   ,,,,,,,,,,,CA3490004-CITY OF GALT WW TREATMENT PLAN,,,,,,,,,,,,,,DISTRICT 09 - SACRAMENTO,"
   
	
	  
      916-449-5600   
   	 
     
    ",,"1616 CAPITOL AVE. MS 7407 P.O. BOX 99737 

    
    SACRAMENTO 
    CA 95899-7377"
